searchSpecies,lat_max,lat_min,lat_range,n,dd
Clematis flammula,-35.333333,-43.6065826,8.2732496,51,1.546874944
Clematis terniflora,-35.744225,-45.932617,10.188392,41,1.559819159
Clematis vitalba,-35.25,-46.556899,11.306899000000001,4530,2.575714039
Cobaea scandens,-35.233333,-43.810261,8.576927999999995,216,1.322496057
Cornus capitata,-35.773924,-46.306389,10.532465000000002,358,2.916368801
Cortaderia jubata,-34.443325,-46.900673,12.457347999999996,308,2.73001857
Cortaderia selloana,-34.421008,-46.896962,12.475954000000002,1474,2.768985914
Cotoneaster coriaceus,-34.991364,-46.902211,11.910847000000004,432,2.91397115
Cotoneaster franchetii,-35.308,-46.898047,11.590046999999998,435,2.736871629
Cotoneaster glaucophyllus,-34.739356,-46.893962,12.154606000000001,481,2.882028553
Cotoneaster simonsii,-37.681081,-46.902,9.220919000000002,410,2.797228648
Cotyledon orbiculata,-34.995166,-45.881925,10.886759000000005,433,0.764517929
Crataegus monogyna,-35.203251,-46.900702,11.697451000000001,1432,2.784651418
Cupressus macrocarpa,-34.816123,-46.926139,12.110016000000002,693,2.4142761679999998
Cuscuta campestris,-34.992722,-45.838927,10.846204999999998,14,1.84201941
Cynodon dactylon,-34.4262,-46.384089,11.957889000000002,284,2.942765522
Cyperus eragrostis,-34.45,-47.144722,12.694721999999999,1157,2.537993413
Cytisus multiflorus,-36.816667,-43.796487,6.979819999999997,61,1.4481937010000001
Cytisus scoparius,-34.883333,-46.901782,12.018448999999997,2439,2.926588139
Dactylis glomerata,-34.438281,-46.899154,12.460873,1730,2.999516107
Datura stramonium,-35.026253,-46.603543,11.577290000000005,380,-0.482026676
Digitalis purpurea,-35.116389,-46.905756,11.789366999999999,2502,2.760389706
Dolichandra unguis-cati,-35.746389,-43.583033,7.836644,23,1.5170690550000001
Eccremocarpus scaber,-39.619127,-46.416749,6.797622000000004,82,1.630102028
Echium vulgare,-35.643784,-46.45542,10.811636,1258,-0.377979135
Ehrharta erecta,-34.433333,-46.899283,12.46595,804,2.922761345
Embothrium coccineum,-36.75,-46.9,10.149999999999999,84,1.97608478
Epilobium hirsutum,-41.269213,-43.785826,2.5166129999999995,119,3.486256845
Eragrostis curvula,-34.878364,-45.339067,10.460703000000002,57,0.595654014
Erica cinerea,-37.3095,-45.86222,8.55272,62,2.946260353
Erica lusitanica,-35.003971,-46.898748,11.894776999999998,1049,1.078031728
Erigeron karvinskianus,-35,-46.901694,11.901693999999999,1046,1.258963365
Eucalyptus delegatensis,-36.876387,-46.0545,9.178112999999996,52,1.276431977
Euonymus europaeus,-35.216667,-46.561611,11.344943999999998,733,2.774031566
Euonymus japonicus,-35.107401,-46.561587,11.454186,427,2.852013679
Eupatorium cannabinum,-39.470458,-45.861322,6.3908640000000005,42,2.529455501
Fatsia japonica,-34.988098,-45.910608,10.922510000000003,996,2.843212771
Festuca rubra,-36.354417,-46.98,10.625582999999999,1234,2.793578562
Ficus macrophylla,-34.946389,-41.287125,6.340736,322,3.611653362
Fraxinus excelsior,-36.596387,-46.445265,9.848878,162,3.336909922
Fuchsia boliviana,-35.217937,-41.759517,6.541580000000003,177,4.171293546
Glaucium flavum,-39.178,-45.632,6.454000000000001,267,0.769656398
Glyceria fluitans,-35.349444,-46.520488,11.171044000000002,144,2.063660164
Gunnera tinctoria,-35.116667,-46.899327,11.78266,487,2.469868128
Gymnocoronis spilanthoides,-35.845998,-43.642056,7.796057999999995,93,2.221032573
Hakea gibbosa,-34.42968,-38.083333,3.6536530000000056,61,1.246790017
Hakea salicifolia,-35.1,-46.428573,11.328572999999999,301,2.260910004
Hakea sericea,-34.397538,-41.428373,7.030835000000003,351,2.247592677
Hedera canariensis,-35.285134,-46.23471,10.949576,93,2.0928902
Hedera helix,-35.218852,-46.901886,11.683034,1965,1.952731544
Hedychium gardnerianum,-34.741388,-45.846321,11.104933000000003,1254,2.143175861
Helichrysum petiolare,-34.9,-45.892542,10.992542,283,1.231432897
Helosciadium nodiflorum,-35.258861,-46.589444,11.330582999999997,462,1.857579194
Hieracium levicaule,-39.249347,-45.938775,6.6894279999999995,595,1.10222862
Holcus lanatus,-34.4457,-46.9577,12.512,2778,3.083628857
Homalanthus populifolius,-34.771572,-43.807245,9.035673000000003,258,3.202793838
Humulus lupulus,-36.898634,-46.573288,9.674653999999997,145,1.410402252
Hypericum androsaemum,-35.015411,-46.906715,11.891303999999998,1049,3.50062638
Hypericum perforatum,-34.9821,-46.401712,11.419612,683,2.5226893
Ilex aquifolium,-35.723909,-46.907739,11.18383,1079,3.117893325
Impatiens glandulifera,-36.900784,-46.900111,9.999327000000001,257,0.474755728
Iris foetidissima,-35.2481151,-46.560272,11.312156899999998,873,1.771750477
Jacobaea vulgaris,-34.989586,-47.000031,12.010444999999997,1930,2.489401842
Juglans ailantifolia,-35.213762,-43.6593,8.445537999999999,109,2.511564671
Juncus acutus,-35.016667,-41.4351261,6.4184591,302,2.336567438
Juncus articulatus,-34.4457,-46.8956636,12.449963599999997,1034,2.406787902
Juncus bulbosus,-34.641777,-46.875521,12.233744000000002,294,1.90958491
Juncus squarrosus,-41.590921,-47.168702,5.577781000000002,131,2.149009489
Kennedia rubicunda,-35.114155,-41.2841322,6.169977200000005,36,1.101916997
Lantana camara,-34.748463,-43.644066,8.895603000000001,192,2.890349588
Larix decidua,-37.208056,-45.878241,8.670185000000004,175,2.594534771
Laurus nobilis,-35.116475,-46.880432,11.763956999999998,367,2.461074793
Leptospermum laevigatum,-35.916667,-43.578713,7.662046000000004,24,2.291696365
Leucanthemum vulgare,-34.414275,-46.898395,12.484119999999997,907,2.387281907
Leycesteria formosa,-35.181024,-46.900111,11.719087000000002,1605,2.987471793
Ligustrum lucidum,-35.137527,-46.539606,11.402079,1017,3.226071713
Ligustrum sinense,-34.991,-45.8431,10.8521,868,3.165327888
Ligustrum vulgare,-35.389722,-46.561505,11.171782999999998,105,3.168848776
Lilium formosanum,-34.735126,-43.71534,8.980213999999997,423,1.027704507
Lolium perenne,-35.227287,-46.894151,11.666864000000004,475,2.824857092
Lomatia fraseri,-41.1561,-44.41099,3.254889999999996,105,1.904289107
Lonicera japonica,-35.100861,-46.89615,11.795288999999997,1920,1.789246796
Lophospermum erubescens,-34.518145,-39.0793,4.5611550000000065,16,1.392502662
Luma apiculata,-37.539472,-46.903207,9.363734999999998,61,3.421044314
Lupinus arboreus,-34.424958,-46.930875,12.505917000000004,2227,1.264482276
Lupinus polyphyllus,-36.851662,-46.900111,10.048449000000005,710,0.221398644
Lycium ferocissimum,-35.518461,-46.639714,11.121252999999996,809,3.147674291
Lycopus europaeus,-34.476819,-44.105417,9.628598000000004,394,2.314330789
Lythrum salicaria,-36.409397,-46.391237,9.981839999999998,252,2.7609706
Maytenus boaria,-36.847511,-46.439836,9.592325000000002,490,3.043789519
Medicago lupulina,-34.436782,-46.422278,11.985495999999998,353,1.812753942
Melianthus major,-34.733333,-46.899578,12.166244999999996,338,2.847797169
Miscanthus nepalensis,-35.3,-42.721711,7.421711000000002,219,1.809909333
Moraea flaccida,-35.579722,-43.529047,7.949325000000002,40,2.045439703
Myoporum insulare,-34.975333,-45.821588,10.846255,115,1.948585845
Myricaria germanica,-41.951972,-44.374248,2.4222760000000036,69,1.967984735
Nardus stricta,-39.362043,-46.543458,7.181415000000001,37,2.822638422
Nassella neesiana,-36.861,-43.589,6.7280000000000015,54,2.787525421
Nassella tenuissima,-35.183333,-46.143222,10.959889000000004,78,0.551681698
Nassella trichotoma,-34.956667,-45.2098187,10.253151699999997,528,2.747544591
Ochna serrulata,-35.217937,-43.52959,8.311653,54,2.98930947
Olea europaea,-35.256722,-43.661443,8.404720999999995,122,3.037321324
Opuntia monacantha,-34.981499,-43.826097,8.844597999999998,50,2.713545666
Osteospermum moniliferum,-34.74252,-45.894711,11.152191000000002,1311,2.879046366
Paraserianthes lophantha,-34.4118,-46.879319,12.467519000000003,912,1.371121209
Paspalum distichum,-34.755844,-43.640744,8.884899999999995,654,2.687697105
Passiflora caerulea,-34.755,-45.275465,10.520464999999994,161,2.042396922
Passiflora edulis,-34.680437,-39.557968,4.877531000000005,113,2.029669185
Passiflora mixta,-35.224722,-44.396409,9.171686999999999,121,2.821526912
Passiflora pinnatistipula,-36.833333,-45.851703,9.018369999999997,85,2.06438538
Passiflora tarminiana,-34.988467,-45.882733,10.894266000000002,244,2.821526912
Passiflora tripartita,-35.616222,-46.898495,11.282272999999996,595,3.001594377
Persicaria capitata,-34.833333,-45.902479,11.069145999999996,273,0.519715991
Phalaris arundinacea,-35.002833,-46.586667,11.583833999999996,148,3.092025035
Phoenix canariensis,-35.161264,-43.813491,8.652226999999996,255,2.457336942
Phragmites karka,-36.863209,-40.973691,4.110482000000005,106,3.373104967
Phytolacca icosandra,-34.526086,-43.867782,9.341695999999999,1048,2.718212406
Pilosella officinarum,-38.131214,-46.599,8.467785999999997,2007,0.884724805
Pilosella piloselloides,-38.367042,-45.9573,7.590257999999999,1109,1.139988559
Pinus contorta,-36.881532,-45.893499,9.011966999999999,395,2.822089106
Pinus halepensis,-36.848198,-43.622924,6.774726000000001,18,2.529457769
Pinus monticola,-38.158,-43.592,5.4339999999999975,26,2.651119657
Pinus mugo,-38.562,-46.221,7.658999999999999,107,3.617423176
Pinus muricata,-35.498175,-46.480721,10.982546,137,2.613426943
Pinus nigra,-36.248187,-46.343,10.094813000000002,288,2.693318367
Pinus patula,-36.73,-46.187901,9.457901,118,2.678430451
Pinus pinaster,-35.631321,-46.584399,10.953077999999998,261,2.577355887
Pinus ponderosa,-36.916667,-46.433427,9.516760000000005,157,2.673280591
Pinus radiata,-34.398711,-46.900694,12.501983000000003,1443,2.646882027
Pinus strobus,-36.924667,-45.458,8.533332999999999,81,2.733184499
Pinus sylvestris,-36.868944,-45.886038,9.017094,125,3.936893086
Pinus thunbergii,-35.791136,-43.533333,7.742196999999997,21,2.538792927
Pinus uncinata,-38.56,-46.212,7.652000000000001,36,2.398196875
Pittosporum undulatum,-34.742214,-36.966667,2.224453000000004,21,3.158053085
Poa annua,-34.990944,-46.615427,11.624482999999998,567,2.879043088
Polygala myrtifolia,-34.738179,-45.905137,11.166958000000001,199,1.898120437
Pomaderris aspera,-36.6,-44.41052,7.810519999999997,97,2.110708831
Populus alba,-34.500478,-46.415604,11.915126,274,1.561499271
Potamogeton crispus,-34.475833,-46.594752,12.118918999999998,936,1.68240575
Prunus avium,-35.406159,-46.561725,11.155566,202,2.736816903
Prunus campanulata,-35.184875,-43.532793,8.347918,204,2.740763189
Prunus domestica,-35.21893,-46.561162,11.342232000000003,96,2.47782043
Prunus laurocerasus,-35.211439,-46.896696,11.685257,503,2.682811202
Prunus lusitanica,-35.137527,-46.53067,11.393143000000002,143,2.803097019
Prunus serotina,-35.116667,-43.662029,8.545361999999997,24,2.854974206
Prunus serrulata,-35.405335,-46.553006,11.147671000000003,253,2.861365854
Pseudotsuga menziesii,-35.3886,-46.6327,11.244100000000003,1666,2.812209563
Psidium cattleianum,-34.740841,-41.273098,6.532256999999994,79,3.448557804
Psidium guajava,-35.116667,-37.971273,2.854605999999997,3,3.30208672
Pueraria montana,-36.099416,-37.655738,1.5563220000000015,13,1.991466349
Pultenaea daphnoides,-34.807925,-36.934,2.126075,16,1.906655046
Pyracantha angustifolia,-35.245278,-44.609703,9.364425000000004,51,2.605199995
Quercus robur,-36.1417,-46.428695,10.286994999999997,313,2.630782868
Reynoutria japonica,-36.238056,-45.86493,9.626874,120,1.402385857
Rhamnus alaternus,-35.211517,-45.719388,10.507871000000002,312,3.044632828
Rhaphiolepis bibas,-34.741696,-43.656462,8.914766,621,2.456961055
Rhaphiolepis umbellata,-35.112537,-43.558895,8.446357999999996,150,1.896532165
Rhododendron ponticum,-36.9,-46.450395,9.550395000000002,58,1.061569702
Ribes sanguineum,-39.546356,-46.900028,7.353671999999996,430,2.910701742
Ribes uva-crispa,-39.619394,-46.562203,6.942808999999997,196,2.744261041
Ricinus communis,-34.814725,-46.603543,11.788818,226,2.903989567
Robinia pseudoacacia,-35.035085,-45.890968,10.855882999999999,239,0.83487557
Roldana petasitis,-34.816667,-43.81428,8.997612999999994,291,1.951462428
Rosa rubiginosa,-35.535,-46.048455,10.513455,1248,2.753032655
Rubus armeniacus,-35.422315,-44.416645,8.994330000000005,27,1.864497897
Rubus cardiophyllus,-38.05229,-45.4135,7.36121,16,1.867784884
Rubus cissburiensis,-36.85,-45.8,8.949999999999996,78,1.879051769
Rubus echinatus,-38.638575,-45.86304,7.224464999999995,61,1.896532165
Rubus laciniatus,-38.412778,-46.902541,8.489762999999996,194,1.861462111
Rubus leptothyrsos,-41.418731,-46.584543,5.165811999999995,22,1.896532165
Rubus phoenicolasius,-36.722426,-45.028509,8.306083000000001,170,2.932654319
Rubus polyanthemus,-36.352468,-46.429807,10.077338999999995,15,1.869067828
Rubus ulmifolius,-35.218575,-46.614306,11.395730999999998,82,1.873522664
Rubus vestitus,-36.7935,-46.61324,9.819739999999996,63,1.896532165
Rumex sagittatus,-35.213755,-43.585232,8.371476999999999,678,1.037449357
Sagina procumbens,-34.429722,-47.045477,12.615755,730,2.012912083
Salix cinerea,-35.102561,-46.602139,11.499578,576,3.84497523
Salix purpurea,-35.212444,-46.56211,11.349666,131,2.691190825
Salpichroa origanifolia,-35.316667,-43.540319,8.223651999999994,125,2.131350566
Sambucus nigra,-35.98232,-46.900512,10.918191999999998,1406,3.041998652
Schinus terebinthifolia,-34.72152,-39.609762,4.888242000000005,106,3.039372941
Schoenoplectus californicus,-35.933333,-37.383333,1.4500000000000028,24,2.579050219
Sedum acre,-36.9,-46.620725,9.720725000000002,703,1.997915457
Senecio elegans,-34.43228,-46.660799,12.228518999999999,1216,1.0720032
Senecio glastifolius,-37.766667,-45.874167,8.107500000000002,855,1.200101148
Senecio skirrhodon,-34.862247000000004,-45.925825,11.063578,1192,1.047307233
Senna septemtrionalis,-34.988616,-43.640109,8.651493000000002,75,1.241405674
Setaria palmifolia,-34.87462,-41.302974,6.428353999999999,233,3.028953575
Silybum marianum,-34.494258,-46.233738,11.73948,317,2.104374
Solanum dulcamara,-34.427838,-46.661944,12.234105999999997,698,1.868279073
Solanum linnaeanum,-34.4275,-41.031,6.603499999999997,95,2.585368361
Solanum marginatum,-36.128889,-45.327289,9.1984,58,3.076712842
Solanum mauritianum,-34.52055,-43.640337,9.119787000000002,1485,3.391116085
Solanum pseudocapsicum,-35.149928,-43.7267,8.576771999999998,378,2.709997884
Sorbus aucuparia,-38.136667,-46.584961,8.448293999999997,564,3.002125901
Spartium junceum,-36.825578,-45.874799,9.049221000000003,121,2.948415575
Spiraea japonica,-36.348167,-43.606558,7.258391000000003,30,0.749090083
Sporobolus anglicus,-35.083333,-46.891131,11.807797999999998,103,0.564701545
Stenotaphrum secundatum,-34.424818,-43.758355,9.333537,240,2.640568408
Syzygium australe,-34.994494,-43.530379,8.535885,58,3.304102511
Syzygium smithii,-35,-41.334776,6.334775999999998,259,3.302811011
Thinopyrum obtusiflorum,-41.519194,-41.521352,0.0021580000000014365,5,2.889745943
Thunbergia alata,-34.966921,-39.994916,5.027995000000004,170,0.386404949
Toxicodendron succedaneum,-35.281299,-39.672,4.390701,63,2.989050572
Trachycarpus fortunei,-35.116667,-45.53978,10.423113,256,2.881686484
Tropaeolum majus,-34.823301,-46.382695,11.559393999999998,990,1.803616091
Tropaeolum speciosum,-38.429554,-46.908889,8.479334999999999,458,2.064385169
Tussilago farfara,-42.787187,-43.443414,0.6562269999999941,22,1.032494834
Ugni molinae,-36.123167,-45.840265,9.717098,50,3.485978855
Ulex europaeus,-34.396389,-46.968936,12.572547,4217,2.956140739
Utricularia gibba,-34.476819,-43.583333,9.106514000000004,556,2.340913151
Verbascum thapsus,-34.449753,-46.45424,12.004486999999997,1363,-0.022086398
Vitis vinifera,-34.466667,-46.5627,12.096032999999998,110,1.824904163
Zantedeschia aethiopica,-34.7,-46.907865,12.207864999999998,1408,2.080116328
Zizania latifolia,-35.880707,-40.850838,4.970131000000002,34,2.944667329
NA,-34.825089,-46.900429,12.075340000000004,1400,NA
